Project ID,Project Subject Subcategory Tree,Project Title,Project Need Statement,School State,School Metro Type,School Zip,Project Grade Level Category,project_txt
5f966c922a4f416ddd8441ad0d98fc41,"Literacy, Special Needs",Listening Center Helps Us To Read!,"My students need a listening center with CD player, headphones, and phonics activity program to help build reading and decoding skills.",California,suburban,95368,Grades PreK-2,"listening center helps us to read & my students need a listening center with cd player, headphones, and phonics activity program to help build reading and decoding skills. & literacy, special needs & california"
64c33cce2c48ad72404a307f01d447c2,"Literacy, Mathematics",Summer Slump...No Way!,My students need Summer Bridge workbooks to keep their brains fresh and active over the summer.,Georgia,urban,30328,Grades 3-5,"summer slump...no way & my students need summer bridge workbooks to keep their brains fresh and active over the summer. & literacy, mathematics & georgia"
6510591c06e0e74ccd32daea5d690f30,"Applied Sciences, Environmental Science",Microscopic Learning,My students need a digital microscope and Magic School Bus Microscope Learning Kit.,Illinois,suburban,62234,Grades 3-5,"microscopic learning & my students need a digital microscope and magic school bus microscope learning kit. & applied sciences, environmental science & illinois"
6635c12dc7b9d09ea215d981dc415999,"Applied Sciences, Mathematics",All Charged Up,"My students need seven packs of laminating sheets, two cords, and a charging station to charge our tablets. ",California,suburban,90260,Grades PreK-2,"all charged up & my students need seven packs of laminating sheets, two cords, and a charging station to charge our tablets. & applied sciences, mathematics & california"
756cbbfce7f82817febd13b460d387f8,"Early Development, Special Needs",Making Sense of Sensory Play,"My students need multisensory center activities like Scoop a Bug, Fill It Up Jars, Theraputty and sand. In addition, we need paper to make and create art.  ",New York,urban,11214,Grades PreK-2,"making sense of sensory play & my students need multisensory center activities like scoop a bug, fill it up jars, theraputty and sand. in addition, we need paper to make and create art. & early development, special needs & new york"
844a3cbbd5f6cb5f627e0e5b1630910f,"Literacy, Mathematics",Supplies for School,"My students need 6 red book bins, 2 Osmo numbers games and an ACC Mini Pennant Set.",North Carolina,suburban,28704,Grades 3-5,"supplies for school & my students need red book bins, osmo numbers games and an acc mini pennant set. & literacy, mathematics & north carolina"
84a4638f36eaea944dfd4a31b45cc521,"Early Development, Literacy",Little Readers!,"My students need books for guided reading, flashlights with batteries and magnifying glasses for making reading fun. They also need balance balls for added flexible seating while reading.",New York,urban,11214,Grades PreK-2,"little readers & my students need books for guided reading, flashlights with batteries and magnifying glasses for making reading fun. they also need balance balls for added flexible seating while reading. & early development, literacy & new york"
8858cee7b85bfb45a3d6d14e223905f0,"Applied Sciences, Mathematics",Projecting STEM Instruction!,"My students need a projector and HDMI cables to share interactive classroom presentations related to science, math, and engineering.",California,urban,91331,Grades 3-5,"projecting stem instruction & my students need a projector and hdmi cables to share interactive classroom presentations related to science, math, and engineering. & applied sciences, mathematics & california"
8bf28cd83c801a9c2e27aaa25677fb8d,"Literacy, Literature & Writing","Inspiring Children to ""Reach"" Their Dreams!","My students need a class set of the book ""Reach"" and an interactive whiteboard system to analyze literature and learn about African American culture.",California,urban,91331,Grades 3-5,"inspiring children to reach their dreams & my students need a class set of the book reach and an interactive whiteboard system to analyze literature and learn about african american culture. & literacy, literature & writing & california"
8d98a785e5337c753137e01e2b1cc856,"Mathematics, Visual Arts",Gaining STEAM: Teaching the Beauty of Geometry Through Art,"My students need tessellation templates, geometric design kits, and markers.",Texas,suburban,77449,Grades 3-5,"gaining steam teaching the beauty of geometry through art & my students need tessellation templates, geometric design kits, and markers. & mathematics, visual arts & texas"
90f193cc931c810e2171b6e5872799e4,Literature & Writing,Publishing Authors - Quill To The Rescue!,My students need HP ink and Astrobrights Colored Paper to print their stories and poems.,Pennsylvania,urban,19141,Grades PreK-2,publishing authors quill to the rescue & my students need hp ink and astrobrights colored paper to print their stories and poems. & literature & writing & pennsylvania
93c97c3bf438c87752a73d3ddfa55e70,"Literature & Writing, Visual Arts",What Do You Say To A Future Monet?,"My students need silhouette paper, origami paper, crayons, scratch art paper and supplies, aprons and oil pastels which will plummet them into humanities and art.",Florida,suburban,33147,Grades PreK-2,"what do you say to a future monet & my students need silhouette paper, origami paper, crayons, scratch art paper and supplies, aprons and oil pastels which will plummet them into humanities and art. & literature & writing, visual arts & florida"
97bc8a06a1d7e86d9d980d263e3fbf6a,"Applied Sciences, Mathematics",Hands-on Coding With Osmo!,My students need 3 Osmo coding sets and 3 Osmo Starter kits in order to learn the basics of coding and computer programming.,California,urban,91331,Grades 3-5,"handson coding with osmo & my students need osmo coding sets and osmo starter kits in order to learn the basics of coding and computer programming. & applied sciences, mathematics & california"
99680705a261f739f5b1ba58939b7df3,Team Sports,"On and Off the Field, We Can Go the Distance!","My students need team shirts for track team, four Fitbits for training, mileage cards to track progress and incentive awards and trophies, all to build character and confidence.",Michigan,suburban,48386,Grades 3-5,"on and off the field, we can go the distance & my students need team shirts for track team, four fitbits for training, mileage cards to track progress and incentive awards and trophies, all to build character and confidence. & team sports & michigan"
9c0822fe16d4ffa0a4285153fc7a0f34,"Literature & Writing, Special Needs",We Are Bucket Fillers Not Bucket Dippers,My students need books to educate our school with a Bucket Filling philosophy in order to spread kindness.,Pennsylvania,urban,19154,Grades 3-5,"we are bucket fillers not bucket dippers & my students need books to educate our school with a bucket filling philosophy in order to spread kindness. & literature & writing, special needs & pennsylvania"
9c246a595c0ae23d52e91838bda77a4d,"Music, Performing Arts",Y'all Ready for This?,"My students need an iPod nano with accessories including a case, charging dock, earbuds, and charge/sync cables.",New York,urban,11234,Grades 3-5,"yall ready for this & my students need an ipod nano with accessories including a case, charging dock, earbuds, and chargesync cables. & music, performing arts & new york"
9e228ad519a3d8b2373f329eb792ce3c,"Literacy, Mathematics",Putting the T in STEAM,My students need an iPad mini 2.,Michigan,urban,48910,Grades PreK-2,"putting the in steam & my students need an ipad mini 2. & literacy, mathematics & michigan"
a1b5092a5288eecf7a2bbec6048c3928,"Applied Sciences, Environmental Science","""The Lucky Iron Fish"" The Cambodian Diet, Decrease Anemia Pt2",My students need an additional class set of headphones to listen on our class set of iPads. ,California,urban,95355,Grades 6-8,"the lucky iron fish the cambodian diet, decrease anemia pt2 & my students need an additional class set of headphones to listen on our class set of ipads. & applied sciences, environmental science & california"
a3dec2aa7ee70873b3645b03b6d99780,"ESL, Literature & Writing",Make Us Writers!,"My students need 30 Wonder Journals, 30 Dork Diaries, 30 Wimpy Kid Do-It-Yourself Books, pencils, rainbow pencils, and dry erase markers.",California,suburban,92345,Grades 3-5,"make us writers & my students need 30 wonder journals, 30 dork diaries, 30 wimpy kid doityourself books, pencils, rainbow pencils, and dry erase markers. & esl, literature & writing & california"
a440ec7de0ab73fd4cb500ea46be7c81,"Environmental Science, Literature & Writing","Getting on the ""Write"" Track","My students need paragraph and story flip books, sequencing tiles, a writing prompt box, and a binder storage to improve and explore their creativity in a writing center.",Florida,suburban,33971,Grades PreK-2,"getting on the write track & my students need paragraph and story flip books, sequencing tiles, a writing prompt box, and a binder storage to improve and explore their creativity in a writing center. & environmental science, literature & writing & florida"
a5eb1befbf33c58d7e04bdd34621223b,"Applied Sciences, Visual Arts",STEM+Art = STEAM!,My students need six Amazon Fire Tablets and six tablet cases to integrate STEM and visual Art in the classroom.,California,urban,91331,Grades 3-5,"stemart steam & my students need six amazon fire tablets and six tablet cases to integrate stem and visual art in the classroom. & applied sciences, visual arts & california"
a76d4a5042596356ceb73f3c1d6c1ef2,"Literacy, Mathematics",A Comfy Place to Sit,My students need a carpet to sit on.,Illinois,urban,61605,Grades PreK-2,"a comfy place to sit & my students need a carpet to sit on. & literacy, mathematics & illinois"
bd6a5624caa2af712286a830e8cdba12,"Character Education, Early Development","Socialize, Share and Smile","My students need mega blocks play sets, action figures, Barbie dolls and clothes for our interacting exploration time.  ",New York,urban,11214,Grades PreK-2,"socialize, share and smile & my students need mega blocks play sets, action figures, barbie dolls and clothes for our interacting exploration time. & character education, early development & new york"
bf6f1920ae4113c8e10cc2c4b9df38dc,"Character Education, Extracurricular",Learn About It at Lunch,My students need to get the message about all our school has to offer through a digital sign.,New York,suburban,11726,Grades 6-8,"learn about it at lunch & my students need to get the message about all our school has to offer through a digital sign. & character education, extracurricular & new york"
c1eb06c01c99c6338d527edbaf6b4cc3,"Mathematics, Visual Arts",Let's Have a Chariot Race!,My students need supplies to create chariots and carriages during their Makerspace time so they can race their creations.,North Carolina,urban,28304,Grades 3-5,"lets have a chariot race & my students need supplies to create chariots and carriages during their makerspace time so they can race their creations. & mathematics, visual arts & north carolina"
c374ba00b5c7a7ace01a9ae7af2ff791,Mathematics,Protection Perfection,My students need protective sleeves for their new Boogie Board LCD tablets. ,New York,urban,11234,Grades 3-5,protection perfection & my students need protective sleeves for their new boogie board lcd tablets. & mathematics & new york
c4ca74f6e00959d8a5998e63ebd39917,"Applied Sciences, Mathematics",Battle of the Bots Through STEAM!,"My students need Meccano robots, rechargeable batteries, and a battery charger to learn about robotics through STEAM.",California,urban,91331,Grades 3-5,"battle of the bots through steam & my students need meccano robots, rechargeable batteries, and a battery charger to learn about robotics through steam. & applied sciences, mathematics & california"
c59f349a0cd2d7abcb1bfbb9245ac742,"Literature & Writing, Special Needs",New Tech to the Rescue! Part 2,My students need 2 new laptop computers to help us have a one-to-one technology classroom.,New York,urban,11357,Grades 6-8,"new tech to the rescue part & my students need new laptop computers to help us have a onetoone technology classroom. & literature & writing, special needs & new york"
c6955bc2ff9a6aa104748e0e43929cb0,Civics & Government,Wobble Our Way to Active Citizenship (Part 3),My students need three more Kore Wobble Stools and four Abilitations Ball Chairs to be active and engaged learners.,Florida,urban,33311,Grades 6-8,wobble our way to active citizenship part & my students need three more kore wobble stools and four abilitations ball chairs to be active and engaged learners. & civics & government & florida
c86f3f34d3091d477b6844a659caae18,Literacy,A Digital Library Grows Great Readers Part 2,My students need a two year renewal to KidsA-Z.com to strengthen their reading skills.,Florida,suburban,33023,Grades PreK-2,a digital library grows great readers part & my students need a two year renewal to kidsaz.com to strengthen their reading skills. & literacy & florida
c88e6d8367d201627f35f01d43907abb,"Environmental Science, Special Needs",Computer Programming At It's Best,My students need a desktop computer to enhance their computer programming skills.,Illinois,suburban,60473,Grades 9-12,"computer programming at its best & my students need a desktop computer to enhance their computer programming skills. & environmental science, special needs & illinois"
c8a743b9b5f3e5e47e444bf6992c9597,"Literacy, Special Needs",All the Ink That's Fit to Print!,My students need a drum and toner to print out their essays and handouts.,New York,urban,11357,Grades 6-8,"all the ink thats fit to print & my students need a drum and toner to print out their essays and handouts. & literacy, special needs & new york"
cb90c43fe6f4afd0b128192f432cffe4,"Environmental Science, Literacy",Scientific Reading,My students need 5 sets of Newmark Learning Rising Readers Leveled Books.,North Carolina,suburban,28704,Grades PreK-2,"scientific reading & my students need sets of newmark learning rising readers leveled books. & environmental science, literacy & north carolina"
cf7fd6681b01c38e97b66a5e5912c9f3,Literacy,A Whiteboard Would Be Wonderful,"My students need a whiteboard, six whiteboard erasers, Post-it notes, and file folders.",North Carolina,suburban,28704,Grades 3-5,"a whiteboard would be wonderful & my students need a whiteboard, six whiteboard erasers, postit notes, and file folders. & literacy & north carolina"
dd6c1b8cb14db3ba29e579dc4b51068e,"Literature & Writing, Mathematics","Mommy, Daddy Will You Help Me? Be Smart!","My students need Kindergarten Readiness Backpacks, Ticonderoga pencils, sharpeners and little readers to go home for parents to assist in their child's learning experience; linking school and home together.",Florida,suburban,33147,Grades PreK-2,"mommy, daddy will you help me be smart & my students need kindergarten readiness backpacks, ticonderoga pencils, sharpeners and little readers to go home for parents to assist in their childs learning experience linking school and home together. & literature & writing, mathematics & florida"
ddc6aecae6fa17f599d7da7524bf258d,"Literacy, Mathematics",Help! My Chromebook is Dead!,My students need a Mobile Locking 20-Unit Chromebook Charging Station.,California,suburban,92562,Grades 3-5,"help my chromebook is dead & my students need a mobile locking 20unit chromebook charging station. & literacy, mathematics & california"
de02239e09eaa9741a1d9cec890f89b9,Other,Spice Up Our Classroom,"My students need bean bag chairs, lap desks, and a coffee table to create a more exciting learning environment.",California,urban,93313,Grades 3-5,"spice up our classroom & my students need bean bag chairs, lap desks, and a coffee table to create a more exciting learning environment. & other & california"
dfe036ec99bfcd089f69ea92175b1865,"Applied Sciences, Early Development",TKs See Everything Through Light and Color,"My students need a light table table, color blocks, and light table manipulatives.",California,suburban,92026,Grades PreK-2,"tks see everything through light and color & my students need a light table table, color blocks, and light table manipulatives. & applied sciences, early development & california"
e03224dbccf40fa2f6ea5905a1ef3ea7,Literacy,The Best Seat in the House,My students need a classroom carpet where everyone has their own place to sit. ,Florida,suburban,33023,Grades PreK-2,the best seat in the house & my students need a classroom carpet where everyone has their own place to sit. & literacy & florida
e957b36583f3096427478c58ad7cd8ec,"Applied Sciences, Mathematics",Shaping Students' Ideas in 3D!,My students need a 3Doodler Start Full EDU Bundle to bring their engineering ideas to life.,California,urban,91331,Grades 3-5,"shaping students ideas in 3d & my students need a 3doodler start full edu bundle to bring their engineering ideas to life. & applied sciences, mathematics & california"
e99681d8995f76ce1ecd0d085152bfd6,"Literacy, Mathematics","We're All About That Storage, About That Storage, Oh Yeah",My students need a tech tub to store and charge our iPads as well as a storage cart. ,Florida,suburban,33971,Grades PreK-2,"were all about that storage, about that storage, oh yeah & my students need a tech tub to store and charge our ipads as well as a storage cart. & literacy, mathematics & florida"
ea695180199366e50e2d097f6a6b2461,"Other, Special Needs",We need TEACCH materials to help us learn!,My students need TEACCH materials to help build skills to be successful. Each set of manipulatives will help my students with fine motor skills in their own unique ways.,Florida,suburban,33024,Grades 6-8,"we need teacch materials to help us learn & my students need teacch materials to help build skills to be successful. each set of manipulatives will help my students with fine motor skills in their own unique ways. & other, special needs & florida"
ebaa0be21c26d85131fb2abc06968176,"Health & Wellness, Team Sports","Swish, Nothing But Net!",My students need basketballs to practice and develop their basketball skills and mesh bags to store the balls.,California,urban,91331,Grades 3-5,"swish, nothing but net & my students need basketballs to practice and develop their basketball skills and mesh bags to store the balls. & health & wellness, team sports & california"
f88bed7f774d64ab6c4a305633feca32,Civics & Government,Organize So We Can Reach for the Stars!,My students need to be more organized with bookcases and storage bins for each center.,Florida,urban,33311,Grades 6-8,organize so we can reach for the stars & my students need to be more organized with bookcases and storage bins for each center. & civics & government & florida
f9fd52d5ed3f6fa41472f3077b96c45e,"Character Education, Other",Prizes Galore! Promoting Positive Behavior in School!,"My students need 2 treasure chests to hold our good behavior incentives and prizes, such as pencils, stickers, and pens - tons of prizes to share!",New York,urban,11214,Grades PreK-2,"prizes galore promoting positive behavior in school & my students need treasure chests to hold our good behavior incentives and prizes, such as pencils, stickers, and pens tons of prizes to share & character education, other & new york"
00ec6960b80c25e44ac0b5d24bea579d,"Early Development, Literacy",We Need Writing Center Supplies! ,"My students need staplers, white copy paper, and tape to create books in our Writing Center.",Michigan,suburban,48430,Grades PreK-2,"we need writing center supplies & my students need staplers, white copy paper, and tape to create books in our writing center. & early development, literacy & michigan"
0d2c7f0ddc858010844280531668bb63,"Applied Sciences, Mathematics",We're Flipping for Chromebooks!,"My students need 3 Chromebooks, headphones, and computer mice to turn our classroom into a flipped classroom.",California,urban,91331,Grades 3-5,"were flipping for chromebooks & my students need chromebooks, headphones, and computer mice to turn our classroom into a flipped classroom. & applied sciences, mathematics & california"
1bf63ad278d1ace73cf0814632d236a5,"Early Development, Literature & Writing",We Need Stronger Fingers to Improve Our Fine Motor Skills! ,"My students need many different materials such as hole punches, marbles, thumb tacks, and scissors for our Fine Motor Centers to make our fingers stronger!",Michigan,suburban,48430,Grades PreK-2,"we need stronger fingers to improve our fine motor skills & my students need many different materials such as hole punches, marbles, thumb tacks, and scissors for our fine motor centers to make our fingers stronger & early development, literature & writing & michigan"
2310ec189f7b514c95e7618601c46cb8,"ESL, Literacy","I can learn English, can you?",My students need 2 iPads and cases to keep them safe.,Florida,suburban,33853,Grades PreK-2,"i can learn english, can you & my students need ipads and cases to keep them safe. & esl, literacy & florida"
3fc235fa1f670dbbda41f96f5ab8faff,"Applied Sciences, Visual Arts","Full STEAM Ahead, Let's Practice Coding: Part 2",My students need 5 Ozobot 2.0 Dual Packs and a USB Charger.,Florida,suburban,33313,Grades 3-5,"full steam ahead, lets practice coding part & my students need ozobot 2.0 dual packs and a usb charger. & applied sciences, visual arts & florida"
54cd0b76a1e2105d3e0b3371c57c9b2f,"Literacy, Literature & Writing",Workin' With Words! ,"My students need hands-on, engaging materials to use during our Daily 5 Word Work choice, including magnetic letters, letter stamps, and stamp pads.",California,suburban,91765,Grades PreK-2,"workin with words & my students need handson, engaging materials to use during our daily word work choice, including magnetic letters, letter stamps, and stamp pads. & literacy, literature & writing & california"
70d09d34ba49ec214f07763b3e9d4663,"Literature & Writing, Mathematics",Can I Show You My Work?,My students need a wireless document camera to showcase their work.,Florida,suburban,33853,Grades PreK-2,"can i show you my work & my students need a wireless document camera to showcase their work. & literature & writing, mathematics & florida"
741bba1ea9e18c26743bbae9b4e80a99,"Literacy, Mathematics",Take a Seat!  Classroom Carpet for Whole Group learning,My students need a carpet in the classroom for morning meetings and whole group work.,Illinois,urban,61605,Grades PreK-2,"take a seat classroom carpet for whole group learning & my students need a carpet in the classroom for morning meetings and whole group work. & literacy, mathematics & illinois"
7da847ac861b11706131a2464415525f,"Applied Sciences, Mathematics",Adding Imagination and Art to a 3D World,My students need an HP Sprout 3D Multi-Touch AiO Computer with built-in scanner to create a 3D digital models in our project Lead the Way class.,California,suburban,90250,Grades 6-8,"adding imagination and art to a 3d world & my students need an hp sprout 3d multitouch aio computer with builtin scanner to create a 3d digital models in our project lead the way class. & applied sciences, mathematics & california"
8353d8f2945dc8be121651812ab9d6f4,"Literacy, Mathematics",Osmo To The Rescue to Support Creative and Critical Thinking ,"My students need an Osmo Wonder Kit to foster creative and critical thinking with letters, numbers, coding, math, and science.",Illinois,suburban,60007,Grades PreK-2,"osmo to the rescue to support creative and critical thinking & my students need an osmo wonder kit to foster creative and critical thinking with letters, numbers, coding, math, and science. & literacy, mathematics & illinois"
8ed2d46ee15337f6fef814241d9e2e86,"Literature & Writing, Visual Arts",Bind Me!,My students need a binding machine and supplies to make our own books and create portfolios!,New York,urban,11214,Grades PreK-2,"bind me & my students need a binding machine and supplies to make our own books and create portfolios & literature & writing, visual arts & new york"
c285afafc2f17e9050b8053a6fc74368,"Applied Sciences, Mathematics"," On Your Mark, Get Set, Code! (Part 2)",My students need Dash & Dot Robots and Ozobots to make learning STEM fun!,Florida,suburban,33351,Grades 3-5," on your mark, get set, code part & my students need dash & dot robots and ozobots to make learning stem fun & applied sciences, mathematics & florida"
d474b0fab8da2610df5596b2425601be,Literature & Writing,Reading and Writing for All! ,My students need an alternative to hard chairs for reading! We also are in need of paper for newsletters to keep communication lines open with our parents!,Illinois,urban,61201,Grades 3-5,reading and writing for all & my students need an alternative to hard chairs for reading we also are in need of paper for newsletters to keep communication lines open with our parents & literature & writing & illinois
eb8a0cc52a26a44575aa4a15b18c7c6d,"Literature & Writing, Mathematics",Squished and Broken,My students need a pencil sharpener and bean bag filler so our bean bags are plump again!,Florida,suburban,33853,Grades PreK-2,"squished and broken & my students need a pencil sharpener and bean bag filler so our bean bags are plump again & literature & writing, mathematics & florida"
077db84a37a94cd49548e86b47e35311,"Character Education, Early Development",Everyone Has a Super Power- What's Yours? ,"My students need books about valuing who you are, create your own all about me superhero capes, superhero drawstring bag, superhero balloons, pencils, erasers, awning and a superhero backdrop.",New York,urban,11214,Grades PreK-2,"everyone has a super power whats yours & my students need books about valuing who you are, create your own all about me superhero capes, superhero drawstring bag, superhero balloons, pencils, erasers, awning and a superhero backdrop. & character education, early development & new york"
0c399237c41542bdcf05f4451281f0b2,"Applied Sciences, Mathematics",Paddle to Glue,My students need glue sticks and dry erase paddles for engaging math and science activities.,California,urban,92301,Grades 6-8,"paddle to glue & my students need glue sticks and dry erase paddles for engaging math and science activities. & applied sciences, mathematics & california"
0c837ced8b2a0bf963dc8b2971c3a898,Health & Wellness,The Nugget Comfort,My students need this nugget comfort couch to use in our flexible seating classroom!,New York,suburban,14223,Grades 3-5,the nugget comfort & my students need this nugget comfort couch to use in our flexible seating classroom & health & wellness & new york
12eefcf429b03bc47c5daaa9af355605,"Early Development, Special Needs",Flexible Seating for Flexible Learning and Flexible Learners,My students need some new flexible seating options! We started two years ago and it has been a big hit. New rockers and bean bag chairs will be a great addition!,New York,urban,10460,Grades PreK-2,"flexible seating for flexible learning and flexible learners & my students need some new flexible seating options we started two years ago and it has been a big hit. new rockers and bean bag chairs will be a great addition & early development, special needs & new york"
15784745c4258bf42eb5abcb1813ddd9,"Literacy, Literature & Writing",We Tolerate Small Reading Groups,"My students need chart paper, markers, sticky notes, and ink toner so that they can have all the tools necessary to go through our daily small group reading centers.",Georgia,suburban,31407,Grades 3-5,"we tolerate small reading groups & my students need chart paper, markers, sticky notes, and ink toner so that they can have all the tools necessary to go through our daily small group reading centers. & literacy, literature & writing & georgia"
17423e2af9ea1a494f746e8728b73e34,Literacy,Books! Books! Books!,"My students need additional copies of high interest books such as graphic novels, Mo Willems books, and various other chapter books requested by students.",Michigan,urban,49519,Grades 3-5,"books books books & my students need additional copies of high interest books such as graphic novels, mo willems books, and various other chapter books requested by students. & literacy & michigan"
17516ca1cc2bb3ef44b13aaade12f9d3,"Literature & Writing, Mathematics","Flexible Seating for 1st Grade ""Runtz""",My students need 3 Runtz ball chairs.,Illinois,suburban,60007,Grades PreK-2,"flexible seating for 1st grade runtz & my students need runtz ball chairs. & literature & writing, mathematics & illinois"
279d8fb6c9d5c8d900f4f2cbb2f6a440,"Applied Sciences, Mathematics",STEMTASTIC Hands-On Experiences!,"My students need the STEM Bundle - Grades 4-5, which includes Create-A-Chain Reaction STEM kit; Electromagnet Exploration STEM Center; Don't Lose Your Marbles STEM Learning Lab; and the Space Lander STEM Learning Lab.",Florida,suburban,33055,Grades 3-5,"stemtastic handson experiences & my students need the stem bundle grades 45, which includes createachain reaction stem kit electromagnet exploration stem center dont lose your marbles stem learning lab and the space lander stem learning lab. & applied sciences, mathematics & florida"
282fa753f222cf1191998d4daa86936c,Applied Sciences,Building and Creating in Prek!,"My students need Legos to help with their fine motor skills, creativity, and social skills.",New York,urban,11361,Grades PreK-2,"building and creating in prek & my students need legos to help with their fine motor skills, creativity, and social skills. & applied sciences & new york"
308a30ae066f0e9aaedc67ac2a92ac34,"Financial Literacy, Special Needs",Financial Literacy Skills with Scholastic,My students need Scholastic Math magazines to improve their financial literacy skills.,New York,suburban,11706,Grades 6-8,"financial literacy skills with scholastic & my students need scholastic math magazines to improve their financial literacy skills. & financial literacy, special needs & new york"
31671864c8ec4e5ac0f227b52474e04e,"Mathematics, Special Needs",Feeling Clever With Clever Touch,"My students need a Clever Touch Interactive panel, with stand, for a collaborative learning center where 8 students can actively interact and grow academically and socially!",Michigan,urban,48150,Grades 9-12,"feeling clever with clever touch & my students need a clever touch interactive panel, with stand, for a collaborative learning center where students can actively interact and grow academically and socially & mathematics, special needs & michigan"
470aad5df23134183bf2ca8dd7804dfe,"College & Career Prep, Literature & Writing","Printing for Preservation: Capturing the ""New American"" Experience ",My students need an HP Color LaserJet Enterprise M553n w/ HP FutureSmart Firmware printer so that we can print and preserve our work throughout the publishing process.,Florida,suburban,33567,Grades 9-12,"printing for preservation capturing the new american experience & my students need an hp color laserjet enterprise m553n hp futuresmart firmware printer so that we can print and preserve our work throughout the publishing process. & college & career prep, literature & writing & florida"
4788762285a75890fb7f591405cbf0d3,Social Sciences,Tablets Take Us Forward,My students need Amazon Fire tablets so they can access their casework on Canvas.,Florida,suburban,33063,Grades 9-12,tablets take us forward & my students need amazon fire tablets so they can access their casework on canvas. & social sciences & florida
49010bf8abce5d932ead4102f8429272,"College & Career Prep, Literature & Writing",Write On,"My students need various activities including a complete set of Reading and Writing Activity Stations, a set of the Exploring Writing Styles Activity Series, a set of Writing Activity Stations, and a set of the Writing Learning Center for Common Core Standards.",Indiana,urban,46202,Grades 3-5,"write on & my students need various activities including a complete set of reading and writing activity stations, a set of the exploring writing styles activity series, a set of writing activity stations, and a set of the writing learning center for common core standards. & college & career prep, literature & writing & indiana"
497568ad776727d21b25f489db4ead37,"Literacy, Performing Arts",Empowering Students Through Art: Readers Theater,"My students need construction paper, markers, copy paper & a subscription to Raz-Kids Reading A-Z online program to supplement our Readers Theater program at school and reading comprehension at home.",Michigan,suburban,48386,Grades 3-5,"empowering students through art readers theater & my students need construction paper, markers, copy paper & a subscription to razkids reading az online program to supplement our readers theater program at school and reading comprehension at home. & literacy, performing arts & michigan"
4acd4c20627a0c3b4d2a096632279679,"Community Service, Visual Arts",Creating Portraits of Youth Around the World Facing Challenges,"My students need art supplies (brushes, paints, colored pencils, paper, easels, crayons tracing pad) and fees to participate in the Memory Project so they can create and donate portraits to youth around the world facing challenges.",New York,suburban,11706,Grades 6-8,"creating portraits of youth around the world facing challenges & my students need art supplies brushes, paints, colored pencils, paper, easels, crayons tracing pad and fees to participate in the memory project so they can create and donate portraits to youth around the world facing challenges. & community service, visual arts & new york"
535119013ac7250eef6bb907fc15380f,Literacy,Becoming Bookworms!,"My students need various books such as the Wayside School Series, The Graveyard Book and The Princess Academy series to follow along with Audible.",Indiana,urban,46202,Grades 3-5,"becoming bookworms & my students need various books such as the wayside school series, the graveyard book and the princess academy series to follow along with audible. & literacy & indiana"
57b0ed38c22123c0c568e085af2a0508,"Applied Sciences, Performing Arts",STEM and Performance Arts in Psychology ,"My students need tablets to research, microphone to make videos that have great voice quality, and posters create storyboards, on their case-study of a hero or villain.",Florida,suburban,33063,Grades 9-12,"stem and performance arts in psychology & my students need tablets to research, microphone to make videos that have great voice quality, and posters create storyboards, on their casestudy of a hero or villain. & applied sciences, performing arts & florida"
57f4323c286e51986245567dc53f1db9,"Environmental Science, Visual Arts",Traveling Around the World Without a Passport!,"My students need a Google Pixelbook, a cover, and a USB Hub to go on a Virtual Reality around the world.",California,urban,91331,Grades 3-5,"traveling around the world without a passport & my students need a google pixelbook, a cover, and a usb hub to go on a virtual reality around the world. & environmental science, visual arts & california"
5d32ff66188b45de227c36452c516f25,"Environmental Science, Mathematics","Supplies For Math Class And 3D Printing Club,  Part 2",My students need toner for math class and 3D printing club.,California,urban,95355,Grades 6-8,"supplies for math class and 3d printing club, part & my students need toner for math class and 3d printing club. & environmental science, mathematics & california"
61c76567b76b411495d770c1b9277baf,"Character Education, Literature & Writing",Don't Judge a Boy by His Face,"My students need a class set of the book ""Wonder"" to to see the world through someone else's perspective and help spread kindness.",California,urban,93313,Grades 3-5,"dont judge a boy by his face & my students need a class set of the book wonder to to see the world through someone elses perspective and help spread kindness. & character education, literature & writing & california"
635fdb8ee58433c3a8d7cedbde6b0a7a,Character Education,Classroom Community Carpet,"My students need a carpet that they can all sit on for community time. With students that come from so many diverse backgrounds, it is essential to establish community in the classroom.",Indiana,suburban,46107,Grades 3-5,"classroom community carpet & my students need a carpet that they can all sit on for community time. with students that come from so many diverse backgrounds, it is essential to establish community in the classroom. & character education & indiana"
67f2f8883f756c9756bae414a884aa3a,Visual Arts,Fabulous Fabric For Dramatic Play,My students need craft fabric to ignite their imagination during choice time.,New York,urban,11229,Grades PreK-2,fabulous fabric for dramatic play & my students need craft fabric to ignite their imagination during choice time. & visual arts & new york
71e5fbdd56e74009e20e5c48c7bf0172,Mathematics,Let's Make Marvelous Math Students,My students need ready to use learning centers like the Math Instant Learning Centers for building math skills.,Florida,suburban,34609,Grades PreK-2,lets make marvelous math students & my students need ready to use learning centers like the math instant learning centers for building math skills. & mathematics & florida
72f356df5cfa9260ccdf2cf2edc4a17b,"Environmental Science, Visual Arts",Listen Up To Good Stories,My students need a CD player and read-alongs in order to listen to stories about the environment.,Pennsylvania,urban,19154,Grades PreK-2,"listen up to good stories & my students need a cd player and readalongs in order to listen to stories about the environment. & environmental science, visual arts & pennsylvania"
